village_id,state,district_code,latitude,longitude,population,ntl_2019,ntl_2024,ntl_growth_abs,ntl_growth_pct,ndbi_2020,ndbi_2025,ndbi_delta,built_area_ha_2020,built_area_ha_2025,built_growth_pct,ndvi_2019,ndvi_2024,ndvi_trend,road_connected,road_type,dist_to_town_km,antyodaya_score,has_telecom_tower,growth_tier_label
UT050568,Uttar Pradesh,5,27.67268,78.13469,734,7.5709,12.8819,5.3109,69.23,-0.128,-0.0342,0.0938,73.8,133.5,79.9,0.5372,0.8053,0.05361,1,2,4.7,29.8,1,high
UT040569,Uttar Pradesh,4,29.4476,83.32978,724,0.6613,0.7454,0.0842,11.06,0.19,0.1874,-0.0026,199.5,198.1,-0.69,0.6804,0.7142,0.00677,0,1,21.3,61.6,0,low
UT160570,Uttar Pradesh,16,29.52309,83.59185,1716,0.5411,0.7678,0.2267,35.37,-0.205,-0.2007,0.0043,56.5,58.7,3.69,0.3502,0.3859,0.00714,0,0,16.5,84.8,1,low
UT290571,Uttar Pradesh,29,28.73766,80.24639,1056,3.5869,4.4986,0.9117,24.73,0.1907,0.2029,0.0123,80.0,89.1,11.31,0.2695,0.3692,0.01996,0,2,15.1,47.1,0,medium
UT240572,Uttar Pradesh,24,28.52724,77.85601,427,1.0768,1.3917,0.3149,26.76,-0.2703,-0.2554,0.0149,48.3,55.6,14.86,0.2993,0.2204,-0.01578,0,0,42.1,91.0,1,low
UT130573,Uttar Pradesh,13,24.78237,83.91555,1763,3.2046,4.8299,1.6253,49.18,-0.1142,-0.0657,0.0485,115.4,133.4,15.44,0.6502,0.7567,0.02129,1,0,21.7,58.3,1,medium
UT160574,Uttar Pradesh,16,29.06357,82.84901,2147,3.4398,4.6962,1.2564,35.49,-0.2912,-0.2488,0.0424,24.3,47.7,92.6,0.2283,0.3114,0.01662,1,2,24.0,63.5,0,medium
UT230575,Uttar Pradesh,23,29.15458,79.3981,1985,10.6336,14.1594,3.5257,32.85,0.0793,0.1445,0.0652,151.8,190.1,25.05,0.2034,0.4216,0.04363,1,1,5.4,15.6,1,high
UT220576,Uttar Pradesh,22,27.87673,80.36125,1346,0.8635,0.8948,0.0313,3.25,-0.0553,-0.065,-0.0097,49.2,45.2,-8.13,0.2803,0.2953,0.003,1,0,45.1,95.1,0,low
UT060577,Uttar Pradesh,6,25.93031,84.0657,5195,9.68,19.3512,9.6711,98.89,-0.1096,-0.042,0.0676,61.3,81.9,33.03,0.5006,0.7528,0.05045,1,0,17.6,35.3,1,high
UT040578,Uttar Pradesh,4,25.8773,82.97469,941,0.5762,0.9794,0.4031,59.62,0.1848,0.1912,0.0064,152.7,155.0,1.52,0.2525,0.1566,-0.01918,1,0,26.7,88.8,0,low
UT040579,Uttar Pradesh,4,30.48377,82.88783,200,0.6307,1.122,0.4913,67.24,-0.2939,-0.2883,0.0056,23.9,25.4,5.88,0.3774,0.4151,0.00755,1,1,45.1,92.6,0,low
UT210580,Uttar Pradesh,21,29.76426,78.22424,200,0.4639,0.4523,-0.0116,-2.05,-0.1864,-0.1864,-0.0,63.7,63.6,-0.01,0.4975,0.5473,0.00996,1,0,44.7,69.5,1,low
UT130581,Uttar Pradesh,13,29.03659,83.4936,1177,7.0276,10.1381,3.1106,43.64,-0.1552,0.0118,0.167,56.0,151.3,167.24,0.3391,0.4838,0.02894,1,2,6.1,38.8,1,high
UT110582,Uttar Pradesh,11,30.45001,82.62699,1621,1.2874,1.5638,0.2764,19.92,0.0274,0.0384,0.011,152.5,155.5,2.01,0.6919,0.7205,0.00573,0,0,53.7,84.4,1,low
UT170583,Uttar Pradesh,17,26.85416,82.55781,1018,0.8415,1.2483,0.4068,43.2,-0.2498,-0.2314,0.0183,23.8,30.1,25.09,0.6876,0.6196,-0.0136,1,0,42.7,64.8,0,low
UT030584,Uttar Pradesh,3,26.4637,77.46088,874,3.3796,3.9705,0.5909,16.98,0.0408,0.1001,0.0593,92.7,114.6,23.37,0.5152,0.6602,0.02899,1,2,22.1,39.8,0,medium
UT240585,Uttar Pradesh,24,29.94815,79.97972,200,1.4039,1.8367,0.4328,28.78,-0.1792,-0.1641,0.0152,55.7,63.1,12.93,0.4273,0.4623,0.007,1,1,37.7,74.5,1,low
UT030586,Uttar Pradesh,3,27.73605,82.32607,1311,0.5994,0.8167,0.2173,31.07,-0.2723,-0.2646,0.0078,65.4,70.1,7.08,0.4609,0.3851,-0.01515,1,0,22.3,58.4,0,low
UT170587,Uttar Pradesh,17,27.81541,80.49548,918,0.5006,0.5014,0.0008,0.13,0.0611,0.0535,-0.0076,80.0,75.9,-5.06,0.6701,0.678,0.00158,0,2,19.7,69.8,1,low
UT100588,Uttar Pradesh,10,25.69903,80.14282,1169,0.8106,1.1419,0.3313,36.38,0.1053,0.0992,-0.0061,96.5,94.8,-1.77,0.4611,0.4591,-0.00041,1,2,29.3,92.7,1,low
UT090589,Uttar Pradesh,9,29.45962,77.66379,595,0.5191,0.602,0.0829,13.39,-0.238,-0.2477,-0.0097,44.3,41.2,-6.7,0.3858,0.3743,-0.0023,1,1,39.2,57.1,0,low
UT100590,Uttar Pradesh,10,25.99971,79.12234,1158,0.5233,0.7447,0.2215,35.53,-0.1877,-0.1961,-0.0084,47.4,45.1,-4.75,0.6328,0.5583,-0.01491,0,0,56.5,63.3,1,low
UT060591,Uttar Pradesh,6,24.53186,77.95735,854,2.9111,3.9782,1.0671,35.44,-0.0622,-0.037,0.0251,64.6,76.3,17.82,0.4397,0.4478,0.0016,1,1,8.3,39.2,1,medium
UT250592,Uttar Pradesh,25,25.09123,78.54876,3379,0.6461,1.0366,0.3905,52.33,0.0545,0.0681,0.0136,144.0,153.3,6.36,0.2143,0.2552,0.00817,1,1,49.3,62.3,0,low
UT140593,Uttar Pradesh,14,27.99941,84.09393,1893,0.7016,0.7533,0.0518,6.46,0.1022,0.1141,0.0119,161.1,167.5,3.92,0.6066,0.5798,-0.00537,0,2,29.6,63.0,0,low
UT160594,Uttar Pradesh,16,29.22153,79.99559,354,2.8922,3.4009,0.5087,17.0,0.1925,0.2387,0.0461,153.6,169.9,10.51,0.4352,0.4645,0.00586,1,0,11.8,69.2,0,medium
UT160595,Uttar Pradesh,16,26.86075,79.14322,435,1.2126,1.1684,-0.0442,-3.37,0.0093,0.0014,-0.0079,106.9,102.9,-3.77,0.4307,0.4747,0.00879,1,0,27.7,61.6,0,low
UT230596,Uttar Pradesh,23,24.09316,84.30116,1177,2.1333,2.8461,0.7128,31.92,-0.2945,-0.2593,0.0352,23.0,40.5,73.14,0.4058,0.4072,0.00028,0,1,22.3,51.1,0,medium
UT290597,Uttar Pradesh,29,28.18596,77.69636,3133,0.6473,0.9157,0.2684,35.92,-0.0341,-0.0286,0.0055,40.5,44.4,9.26,0.5626,0.612,0.00988,1,1,22.9,88.7,1,low
UT090598,Uttar Pradesh,9,30.09693,81.9652,397,0.5671,0.6337,0.0666,9.98,-0.2099,-0.192,0.0179,24.7,34.4,37.79,0.3114,0.3555,0.00881,1,2,36.2,85.6,1,low
UT050599,Uttar Pradesh,5,28.54076,83.7394,548,1.7249,2.1963,0.4714,25.83,-0.2452,-0.2478,-0.0026,54.7,53.2,-2.69,0.5909,0.5183,-0.01452,0,0,50.4,75.5,0,low
UT140600,Uttar Pradesh,14,28.25049,82.78109,200,0.7653,0.9847,0.2194,25.36,-0.0132,0.0067,0.0199,106.1,115.8,9.11,0.5604,0.6011,0.00815,1,0,34.2,98.2,1,low
UT060601,Uttar Pradesh,6,30.00477,83.45027,636,0.3842,0.5468,0.1625,33.57,-0.0289,-0.019,0.0099,70.9,76.8,8.23,0.4369,0.4145,-0.00447,0,1,25.4,99.8,1,low
UT050602,Uttar Pradesh,5,27.96387,81.40674,986,1.6885,1.6344,-0.0541,-3.03,-0.0533,-0.0628,-0.0095,89.2,83.2,-6.68,0.5432,0.5283,-0.00299,1,1,19.2,81.6,0,low
UT280603,Uttar Pradesh,28,24.10231,84.35406,661,0.7274,0.7541,0.0267,3.23,-0.29,-0.2708,0.0192,36.3,41.7,14.41,0.4361,0.4136,-0.0045,0,0,38.2,93.2,1,low
UT120604,Uttar Pradesh,12,26.62812,80.72374,2799,0.7612,0.8736,0.1124,13.05,-0.1481,-0.1324,0.0157,60.8,70.1,15.12,0.6055,0.6082,0.00053,1,0,33.5,72.0,0,low
UT270605,Uttar Pradesh,27,27.26538,82.36618,4777,0.6407,0.5887,-0.0521,-7.03,-0.2526,-0.2509,0.0017,48.8,49.5,1.39,0.5532,0.5772,0.00479,0,0,48.2,62.6,1,low
UT090606,Uttar Pradesh,9,26.72518,83.74173,375,1.0937,1.5748,0.4811,40.31,0.1504,0.1447,-0.0058,116.5,112.3,-3.56,0.3666,0.3457,-0.00418,0,1,43.1,59.9,0,low
UT060607,Uttar Pradesh,6,27.06972,80.09958,771,0.8128,0.9731,0.1602,17.55,-0.1985,-0.2025,-0.0039,39.0,37.6,-3.41,0.5352,0.5283,-0.00138,0,2,57.0,57.6,0,low
UT100608,Uttar Pradesh,10,27.05176,81.28683,2032,0.8272,1.1764,0.3492,37.65,0.0105,0.0259,0.0154,128.0,134.9,5.36,0.392,0.3906,-0.00027,0,0,43.2,66.7,0,low
UT230609,Uttar Pradesh,23,25.52361,78.10906,1067,2.2682,3.1048,0.8366,35.33,0.0258,0.0675,0.0417,118.4,140.8,18.7,0.6234,0.7185,0.01902,1,1,13.3,67.7,1,medium
UT130610,Uttar Pradesh,13,25.56739,83.73885,283,0.6606,0.9709,0.3104,40.81,0.0167,0.0101,-0.0066,151.4,149.0,-1.59,0.6046,0.5577,-0.00939,0,1,42.1,74.2,0,low
UT210611,Uttar Pradesh,21,28.32766,77.50496,1600,2.5304,3.3688,0.8384,31.87,-0.1757,-0.152,0.0236,47.4,63.7,33.63,0.3987,0.4326,0.00678,1,1,27.8,40.0,0,medium
UT130612,Uttar Pradesh,13,29.01187,84.33208,929,2.7489,3.9646,1.2157,42.67,-0.2698,-0.2239,0.0459,59.1,76.9,29.62,0.5548,0.6642,0.02189,0,1,26.0,30.1,0,medium
UT160613,Uttar Pradesh,16,27.35403,82.5861,1259,0.9388,0.9118,-0.027,-2.6,-0.1875,-0.1888,-0.0013,91.5,90.6,-0.96,0.3029,0.319,0.00322,0,0,57.4,80.8,0,low
UT080614,Uttar Pradesh,8,26.23804,82.9819,600,3.2663,4.9976,1.7313,51.43,-0.1383,-0.1027,0.0356,102.8,124.9,21.34,0.3207,0.424,0.02066,1,0,15.4,35.8,1,medium
UT120615,Uttar Pradesh,12,27.28374,81.50608,1497,5.9754,8.9157,2.9403,48.4,-0.159,-0.0248,0.1342,96.4,130.3,34.78,0.5929,0.8509,0.05161,1,2,16.0,13.4,0,high
UT210616,Uttar Pradesh,21,28.48519,81.88173,1460,0.6037,0.8929,0.2892,41.1,0.085,0.0858,0.0008,45.5,45.8,0.72,0.2459,0.1941,-0.01036,1,0,23.2,95.5,0,low
UT210617,Uttar Pradesh,21,27.95053,82.93634,1535,0.9176,1.0337,0.1161,11.41,-0.2792,-0.2662,0.013,36.1,44.0,21.19,0.235,0.2743,0.00786,0,0,24.8,84.6,0,low
UT150618,Uttar Pradesh,15,30.37351,80.77086,267,3.0293,4.107,1.0777,34.44,-0.2211,-0.1995,0.0216,35.0,44.2,25.56,0.5643,0.5764,0.00244,1,2,18.8,40.3,0,medium
UT180619,Uttar Pradesh,18,26.74379,79.59691,1533,2.0975,2.4835,0.386,17.57,-0.0802,-0.0615,0.0187,87.6,99.4,13.27,0.3487,0.4929,0.02884,1,2,27.4,69.1,0,medium
UT270620,Uttar Pradesh,27,29.85903,79.2168,618,1.6902,1.6571,-0.0331,-1.85,0.0725,0.0661,-0.0065,114.1,109.7,-3.85,0.4555,0.3643,-0.01825,0,1,26.2,65.8,1,low
UT150621,Uttar Pradesh,15,29.48504,83.99723,1073,0.8743,1.0039,0.1296,13.31,0.0041,0.0008,-0.0032,89.3,87.1,-2.46,0.6274,0.6591,0.00634,1,1,40.1,95.0,0,low
UT090622,Uttar Pradesh,9,29.56319,77.81056,200,0.8205,1.1645,0.344,37.37,0.1778,0.1802,0.0024,128.9,129.5,0.51,0.487,0.5221,0.00702,0,0,40.2,59.3,1,low
UT170623,Uttar Pradesh,17,25.00789,81.10471,698,0.6529,0.7888,0.1359,18.06,0.0245,0.0443,0.0198,138.8,153.3,10.37,0.5563,0.5191,-0.00743,1,1,48.6,62.0,1,low
UT240624,Uttar Pradesh,24,30.32286,82.65367,2374,3.3739,5.1257,1.7518,50.43,-0.0551,-0.0243,0.0308,75.7,95.6,25.9,0.6024,0.6102,0.00154,0,2,22.8,32.6,0,medium
UT280625,Uttar Pradesh,28,30.16131,77.02871,985,0.5468,0.8382,0.2914,45.05,0.046,0.04,-0.006,44.4,42.1,-5.04,0.2662,0.2462,-0.00401,0,0,55.4,78.1,1,low
UT280626,Uttar Pradesh,28,28.6043,83.87006,5488,0.8789,1.2342,0.3554,36.3,-0.0845,-0.065,0.0195,81.1,93.9,15.68,0.4384,0.456,0.00352,1,2,31.5,77.5,1,low
UT050627,Uttar Pradesh,5,30.02726,77.70219,2476,2.8755,4.8641,1.9886,66.83,0.1639,0.1887,0.0248,60.4,70.6,16.74,0.52,0.6013,0.01627,1,1,22.9,32.7,0,medium
UT040628,Uttar Pradesh,4,25.93318,77.83663,524,0.7534,1.2017,0.4483,52.54,0.1833,0.185,0.0017,92.2,93.1,0.98,0.6896,0.6576,-0.00641,0,1,48.9,58.9,0,low
UT050629,Uttar Pradesh,5,27.91063,77.0444,845,0.5708,0.5819,0.0111,1.65,-0.26,-0.247,0.0129,55.2,60.2,8.82,0.2103,0.1424,-0.01358,0,0,55.1,75.1,0,low
UT010630,Uttar Pradesh,1,24.31591,81.76307,1006,3.4589,3.9392,0.4803,13.49,0.1149,0.1531,0.0382,160.2,181.0,12.9,0.5918,0.6877,0.01918,1,2,17.0,46.3,1,medium
UT030631,Uttar Pradesh,3,26.71687,84.25849,976,3.2791,4.4466,1.1675,34.55,-0.1566,-0.103,0.0536,101.3,141.4,39.15,0.4989,0.5324,0.00669,1,1,29.4,61.1,1,medium
UT170632,Uttar Pradesh,17,25.82692,84.04405,3863,0.8136,0.8743,0.0607,6.64,0.0086,0.0278,0.0192,151.6,160.5,5.83,0.2751,0.2045,-0.01412,0,0,34.3,58.6,1,low
UT130633,Uttar Pradesh,13,28.35962,80.11864,518,0.5169,0.5039,-0.013,-2.11,0.1442,0.1622,0.0179,74.9,87.5,16.55,0.4532,0.3633,-0.01799,0,0,25.6,93.7,0,low
UT270634,Uttar Pradesh,27,28.37381,78.80071,285,0.9213,0.8834,-0.0379,-3.71,-0.1188,-0.1059,0.0129,84.4,92.2,9.19,0.5938,0.6039,0.00201,0,0,49.6,94.8,0,low
UT140635,Uttar Pradesh,14,27.88077,82.58734,874,0.6393,1.1072,0.4679,63.29,0.0426,0.0568,0.0142,148.6,157.6,6.0,0.2171,0.2412,0.00482,1,0,28.2,85.8,0,low
UT070636,Uttar Pradesh,7,29.27406,83.32057,242,0.4597,0.5992,0.1395,24.93,-0.0387,-0.0285,0.0102,60.2,66.1,9.78,0.6051,0.6262,0.00421,1,2,46.4,68.3,0,low
UT050637,Uttar Pradesh,5,26.32788,78.96924,3775,0.4928,0.7528,0.26,43.87,-0.0846,-0.0746,0.0101,67.4,73.0,8.13,0.5285,0.5152,-0.00265,1,0,38.4,98.7,0,low
UT130638,Uttar Pradesh,13,25.47709,82.41042,1780,0.4483,0.8476,0.3993,72.81,0.0494,0.0608,0.0114,69.9,73.2,4.57,0.3901,0.4184,0.00565,1,0,17.0,83.5,0,low
UT010639,Uttar Pradesh,1,28.06822,82.57952,1015,0.7774,0.8212,0.0438,4.99,0.1377,0.1423,0.0046,144.8,146.4,1.14,0.6948,0.6748,-0.00399,0,2,18.3,84.5,0,low
UT140640,Uttar Pradesh,14,26.65868,78.48582,200,0.4031,0.7912,0.3881,77.13,-0.2406,-0.2278,0.0128,76.3,83.2,8.87,0.6534,0.6823,0.00577,0,1,29.4,59.0,0,low
UT080641,Uttar Pradesh,8,28.36043,80.01129,1565,0.6957,0.6828,-0.0129,-1.63,0.0275,0.0198,-0.0077,153.2,149.7,-2.31,0.3782,0.4279,0.00994,0,0,29.0,61.9,0,low
UT110642,Uttar Pradesh,11,28.23201,82.56475,1119,0.6338,0.9643,0.3305,45.04,-0.2608,-0.2492,0.0116,52.9,59.2,11.68,0.6507,0.5539,-0.01936,0,2,20.2,70.1,1,low
UT240643,Uttar Pradesh,24,29.93532,81.25474,312,0.593,0.9044,0.3114,44.93,-0.1604,-0.1654,-0.005,94.1,92.1,-2.12,0.4987,0.4382,-0.0121,1,0,39.4,58.3,0,low
UT180644,Uttar Pradesh,18,24.31183,84.34584,986,0.8692,1.1253,0.2562,26.43,-0.1874,-0.1925,-0.0051,26.4,24.8,-5.9,0.2531,0.2408,-0.00244,1,1,30.2,90.0,0,low
UT180645,Uttar Pradesh,18,27.87325,83.51408,3012,3.4402,4.0237,0.5835,16.48,-0.2109,-0.159,0.0519,27.4,61.5,119.87,0.6296,0.6721,0.0085,1,2,26.6,67.3,1,medium
UT070646,Uttar Pradesh,7,26.31339,77.7606,210,0.8017,0.8031,0.0014,0.15,0.0875,0.1057,0.0182,108.7,114.7,5.51,0.5344,0.537,0.00052,0,0,49.4,84.1,0,low
UT260647,Uttar Pradesh,26,28.65919,81.3935,1213,3.23,3.8674,0.6375,19.14,0.0346,0.0773,0.0426,44.1,74.3,66.85,0.6512,0.6555,0.00087,1,0,11.6,62.2,1,medium
UT070648,Uttar Pradesh,7,26.92861,80.62272,385,2.4955,3.5034,1.0079,38.83,-0.2189,-0.1837,0.0353,67.1,85.6,27.23,0.4387,0.559,0.02407,1,1,24.4,49.6,0,medium
UT110649,Uttar Pradesh,11,27.55094,80.26952,228,0.5606,0.462,-0.0987,-14.93,-0.2369,-0.2455,-0.0087,75.9,70.7,-6.76,0.3382,0.379,0.00817,0,2,55.0,88.6,0,low
UT240650,Uttar Pradesh,24,29.6455,82.87945,1025,1.0685,1.4061,0.3376,28.89,0.0201,0.0113,-0.0088,41.9,37.1,-11.07,0.6202,0.5772,-0.0086,1,0,25.4,78.9,1,low
UT160651,Uttar Pradesh,16,24.03697,78.04432,1332,1.2415,1.7047,0.4632,34.53,-0.121,-0.1183,0.0026,40.0,41.7,4.19,0.505,0.5521,0.00943,0,1,19.9,99.7,0,low
UT170652,Uttar Pradesh,17,26.80829,77.57407,1734,0.6253,0.6942,0.0689,9.5,-0.0049,-0.0135,-0.0086,40.5,37.9,-6.47,0.2695,0.1969,-0.01451,0,1,33.2,83.2,0,low
UT150653,Uttar Pradesh,15,27.79327,77.62167,2454,2.4143,3.964,1.5497,61.64,0.1297,0.1417,0.012,138.9,145.1,4.46,0.4714,0.5277,0.01127,0,1,28.9,55.6,0,medium
UT230654,Uttar Pradesh,23,26.20564,78.89313,1674,1.5497,1.5251,-0.0246,-1.49,0.1331,0.1406,0.0075,91.0,93.8,3.01,0.4441,0.3765,-0.01352,1,0,57.6,56.8,0,low
UT020655,Uttar Pradesh,2,28.0991,78.30356,464,0.885,1.1591,0.2742,27.84,-0.0795,-0.0739,0.0056,70.8,74.1,4.63,0.3338,0.2567,-0.01542,0,2,21.4,95.0,1,low
UT220656,Uttar Pradesh,22,24.88487,82.03343,9296,1.2249,1.3231,0.0982,7.41,-0.2791,-0.2739,0.0051,61.1,63.0,3.06,0.553,0.4983,-0.01093,1,2,48.0,77.3,0,low
UT180657,Uttar Pradesh,18,28.2211,79.10867,200,0.5053,0.9052,0.3999,66.06,-0.0427,-0.0255,0.0173,86.1,98.3,14.08,0.4092,0.4375,0.00564,1,0,19.4,91.5,0,low
UT230658,Uttar Pradesh,23,26.24271,82.6375,2577,3.4983,4.0321,0.5339,14.84,0.0125,0.0322,0.0197,69.6,82.5,18.24,0.5417,0.6392,0.0195,1,2,20.3,35.2,1,medium
UT150659,Uttar Pradesh,15,26.88856,84.4517,740,0.5216,0.693,0.1714,27.57,0.1256,0.1238,-0.0018,62.3,61.2,-1.72,0.2715,0.2717,3e-05,0,2,34.0,83.4,0,low
UT150660,Uttar Pradesh,15,26.48814,83.14689,368,0.5415,0.4819,-0.0595,-9.28,0.0054,0.0072,0.0018,63.3,64.1,1.29,0.5686,0.5279,-0.00814,1,1,43.7,90.2,1,low
UT090661,Uttar Pradesh,9,28.55101,84.33996,2580,9.0643,20.184,11.1198,121.34,-0.1835,-0.0797,0.1038,74.6,145.7,94.07,0.2913,0.5874,0.05922,1,2,12.8,30.9,1,high
UT200662,Uttar Pradesh,20,29.03368,79.79219,677,3.0797,4.1498,1.0701,33.65,-0.1636,-0.1492,0.0144,73.4,83.1,13.11,0.2477,0.3591,0.02228,1,0,18.3,53.2,1,medium
UT040663,Uttar Pradesh,4,24.26003,82.65506,1005,0.4955,0.991,0.4955,83.21,-0.0294,-0.0133,0.0161,50.1,59.4,18.26,0.5831,0.569,-0.00283,0,0,16.2,96.1,0,low
UT090664,Uttar Pradesh,9,27.1678,81.82142,3323,0.8471,0.8282,-0.0189,-1.99,-0.2742,-0.2737,0.0005,52.7,53.0,0.57,0.4636,0.4173,-0.00927,1,0,21.7,93.6,0,low
UT060665,Uttar Pradesh,6,27.92358,78.83698,365,0.5557,0.4764,-0.0793,-12.1,-0.2591,-0.2653,-0.0062,72.1,69.7,-3.19,0.4439,0.3794,-0.01291,0,0,48.3,75.5,0,low
UT210666,Uttar Pradesh,21,25.56062,81.23213,529,1.1132,1.2947,0.1815,14.96,0.0357,0.0391,0.0034,118.4,120.5,1.82,0.476,0.4018,-0.01484,1,0,52.0,85.7,1,low
UT030667,Uttar Pradesh,3,27.21467,77.31664,983,0.5716,0.6239,0.0523,7.79,-0.2678,-0.2512,0.0166,46.8,55.2,17.42,0.4456,0.4318,-0.00276,1,1,56.4,96.2,1,low
UT190668,Uttar Pradesh,19,24.60041,77.46173,2973,0.8494,0.7803,-0.0691,-7.28,-0.1311,-0.1398,-0.0087,83.4,80.9,-2.92,0.2271,0.215,-0.00241,1,0,28.1,96.0,1,low
UT070669,Uttar Pradesh,7,26.93068,82.26971,757,0.9169,1.1331,0.2162,21.26,-0.2219,-0.2303,-0.0084,60.7,56.4,-7.01,0.498,0.4688,-0.00584,0,1,34.3,80.3,0,low
UT290670,Uttar Pradesh,29,29.25309,79.80417,1632,0.4526,0.8024,0.3498,63.31,-0.1291,-0.1329,-0.0038,76.5,73.9,-3.37,0.2932,0.2817,-0.0023,0,1,20.9,84.0,0,low
UT250671,Uttar Pradesh,25,30.43035,83.97348,2270,2.8809,4.0377,1.1567,38.8,-0.1463,-0.0895,0.0567,68.1,107.4,56.82,0.6604,0.7029,0.0085,1,0,28.9,34.8,0,medium
UT130672,Uttar Pradesh,13,30.17478,78.16807,483,0.7755,1.2413,0.4658,53.21,0.0344,0.0309,-0.0035,94.3,92.3,-2.14,0.3334,0.2445,-0.01778,1,0,48.9,80.9,0,low
UT080673,Uttar Pradesh,8,30.49779,82.90203,445,0.9421,1.0562,0.114,10.94,0.1882,0.185,-0.0032,115.8,115.0,-0.71,0.3734,0.3944,0.0042,1,1,30.1,72.1,0,low
UT130674,Uttar Pradesh,13,26.09007,80.72152,357,0.8823,1.2276,0.3453,35.15,-0.1016,-0.106,-0.0043,59.1,57.4,-2.78,0.4264,0.4422,0.00316,1,0,45.2,89.0,1,low
UT250675,Uttar Pradesh,25,25.07024,79.69013,2829,9.468,14.398,4.93,51.53,-0.1688,-0.1145,0.0543,67.1,85.3,26.73,0.2702,0.4584,0.03764,1,2,10.8,19.8,0,high
UT210676,Uttar Pradesh,21,25.54091,82.92207,484,1.3444,1.6507,0.3063,21.2,0.0784,0.0736,-0.0049,45.9,44.4,-3.24,0.3228,0.267,-0.01116,0,1,48.3,97.1,1,low
UT220677,Uttar Pradesh,22,26.86444,84.16045,338,1.3529,1.5062,0.1534,10.56,0.1192,0.117,-0.0022,76.1,75.3,-1.05,0.3526,0.3545,0.00037,1,0,24.9,72.3,1,low
UT170678,Uttar Pradesh,17,26.69394,81.48773,1032,10.8145,14.675,3.8605,35.37,-0.2845,-0.2002,0.0843,43.4,82.2,87.43,0.5258,0.7965,0.05414,1,2,17.2,32.6,1,high
UT020679,Uttar Pradesh,2,28.24909,77.2533,674,3.123,3.7797,0.6568,20.38,0.1638,0.2189,0.0551,190.8,229.2,20.04,0.2016,0.2223,0.00412,1,0,24.7,40.2,1,medium
UT030680,Uttar Pradesh,3,30.32064,78.77078,2337,3.4763,4.627,1.1507,32.18,0.1773,0.1959,0.0186,53.9,63.7,17.91,0.6646,0.8135,0.02979,1,2,20.4,44.6,1,medium
UT020681,Uttar Pradesh,2,26.85926,82.13409,783,0.6301,1.0909,0.4608,63.12,-0.0829,-0.0721,0.0108,113.9,118.9,4.35,0.237,0.2164,-0.00412,1,0,41.0,57.2,1,low
UT190682,Uttar Pradesh,19,25.2053,84.28195,200,0.5772,0.707,0.1298,19.17,-0.2897,-0.2985,-0.0088,31.4,25.3,-18.75,0.3331,0.2924,-0.00813,1,1,41.4,66.9,0,low
UT150683,Uttar Pradesh,15,27.29267,79.68951,2471,2.5374,3.8818,1.3444,50.97,-0.2628,-0.2369,0.026,44.6,54.8,22.29,0.4222,0.5325,0.02206,0,0,21.3,62.8,0,medium
UT140684,Uttar Pradesh,14,24.59007,80.09611,2005,9.7363,16.2307,6.4944,66.02,-0.2252,-0.1682,0.057,28.4,60.0,107.43,0.5035,0.7583,0.05095,1,2,6.8,14.4,1,high
UT010685,Uttar Pradesh,1,24.95265,83.01841,1800,0.9524,0.9687,0.0163,1.55,-0.0881,-0.0818,0.0063,114.7,116.3,1.44,0.2702,0.1829,-0.01746,1,2,36.7,59.2,0,low
UT100686,Uttar Pradesh,10,29.29972,79.2562,940,1.0002,1.0573,0.0571,5.19,0.0975,0.1125,0.015,68.9,78.4,13.54,0.3244,0.2691,-0.01106,1,1,15.9,71.8,0,low
UT220687,Uttar Pradesh,22,30.26731,77.12435,2090,0.8497,1.0693,0.2196,23.12,0.0062,0.0007,-0.0055,77.9,76.2,-2.07,0.2799,0.2042,-0.01515,0,1,24.5,61.3,0,low
UT240688,Uttar Pradesh,24,27.59902,78.95752,941,2.7772,4.526,1.7488,60.78,0.1487,0.1762,0.0274,130.3,138.5,6.23,0.5995,0.6266,0.00544,1,0,16.1,54.1,1,medium
UT020689,Uttar Pradesh,2,25.3286,83.82041,540,1.0831,1.439,0.356,30.09,-0.0513,-0.0441,0.0072,101.7,105.6,3.79,0.6308,0.5461,-0.01694,1,2,28.9,82.9,1,low
UT200690,Uttar Pradesh,20,26.39956,82.91328,391,0.6638,1.0953,0.4315,56.5,-0.1318,-0.1337,-0.0018,86.4,85.8,-0.68,0.5779,0.5603,-0.00353,1,1,28.7,85.4,1,low
UT140691,Uttar Pradesh,14,27.47638,84.17142,2331,1.5076,1.8465,0.3389,21.08,-0.1731,-0.1762,-0.0031,54.6,52.5,-3.7,0.6066,0.5274,-0.01584,0,2,52.6,99.9,1,low
UT040692,Uttar Pradesh,4,25.14615,83.23984,770,0.791,1.0566,0.2656,29.81,-0.2658,-0.2621,0.0037,34.1,35.2,3.31,0.4093,0.4573,0.0096,1,0,21.6,93.2,0,low
UT040693,Uttar Pradesh,4,25.23515,81.76284,2261,0.6658,0.5708,-0.095,-12.4,-0.0654,-0.0733,-0.0078,114.6,109.7,-4.26,0.237,0.2625,0.00509,0,0,57.1,84.9,1,low
UT150694,Uttar Pradesh,15,30.04344,80.5413,1197,0.899,1.149,0.25,25.02,-0.1411,-0.1433,-0.0022,95.9,94.6,-1.38,0.6176,0.6502,0.00651,0,1,33.9,68.5,0,low
