village_id,state,district_code,latitude,longitude,population,ntl_2019,ntl_2024,ntl_growth_abs,ntl_growth_pct,ndbi_2020,ndbi_2025,ndbi_delta,built_area_ha_2020,built_area_ha_2025,built_growth_pct,ndvi_2019,ndvi_2024,ndvi_trend,road_connected,road_type,dist_to_town_km,antyodaya_score,has_telecom_tower,growth_tier_label,ntl_growth_score_raw,builtup_score_raw,ndvi_score_raw,road_quality_norm,dist_score,road_score_raw,digital_score_raw,ntl_norm,builtup_norm,ndvi_norm,road_norm,digital_norm,composite_score_raw,growth_score
MA200153,Maharashtra,20,21.43337,73.06797,1980,1.7882,2.1644,0.3762,19.92,-0.0483,-0.0146,0.0337,63.3,83.0,30.74,0.2561,0.4054,0.02987,1,0,21.0,51.5,0,medium,0.24165599999999998,0.13548333333333332,0.373375,0.2,0.65,0.655,0.325,0.0375851677389222,0.22760836590582,0.653525336592429,0.6415374673434557,0.3278260869565217,0.31161097543199257,63.728155339805824
MA230154,Maharashtra,23,21.09799,75.01382,1018,0.661,0.7433,0.0823,10.82,-0.2232,-0.2277,-0.0045,75.3,73.8,-1.9,0.3995,0.342,-0.01151,0,0,47.8,98.6,1,low,0.058036000000000004,-0.011249999999999998,-0.143875,0.2,0.20333333333333337,0.121,0.6016666666666667,0.01010887978141503,0.01786751878054899,0.10381858880261433,0.05164843055271719,0.6165217391304347,0.12329785740242669,11.96116504854369
MA270155,Maharashtra,27,17.69704,73.83949,1119,1.2964,1.3374,0.041,2.94,-0.2462,-0.2438,0.0024,44.9,46.4,3.2,0.2167,0.2296,0.00258,1,1,48.8,79.5,0,low,0.026952,0.011333333333333334,0.032249999999999994,0.6,0.18666666666666676,0.6360000000000001,0.09333333333333338,0.005457573088946056,0.050148169377407494,0.29099519770446275,0.6205489061093284,0.08608695652173919,0.16381897332136525,24.83495145631068
MA040156,Maharashtra,4,20.13213,74.91123,1071,1.2498,1.6265,0.3767,27.9,-0.0572,-0.0494,0.0078,41.0,46.5,13.04,0.6687,0.6577,-0.00221,1,0,57.6,95.4,1,low,0.24833999999999998,0.04123333333333333,-0.027625,0.2,0.039999999999999925,0.472,0.52,0.0385853393362862,0.09288727430048066,0.22736312129283365,0.43938448282528125,0.5313043478260869,0.21450521316763632,42.970873786407765
MA110157,Maharashtra,11,18.35453,77.83769,2865,1.6672,2.0442,0.3769,21.33,-0.023,-0.0225,0.0005,61.6,61.9,0.5,0.4677,0.4265,-0.00824,1,0,42.7,63.5,0,low,0.243204,0.0020833333333333333,-0.10300000000000001,0.2,0.28833333333333333,0.5465,0.14416666666666667,0.03781680532610345,0.03692620547980124,0.1472584405491753,0.5216817360854124,0.1391304347826087,0.14178718468036078,17.24271844660194
MA260158,Maharashtra,26,16.85406,75.00018,387,0.6267,0.9655,0.3388,46.62,-0.0803,-0.0854,-0.0051,77.0,74.0,-3.92,0.3141,0.2255,-0.01772,1,0,59.8,84.4,1,low,0.24057599999999998,-0.012750000000000001,-0.2215,0.2,0.0033333333333334103,0.461,0.5016666666666667,0.03742356011995854,0.015723416526883107,0.0213227235591453,0.4272332105318391,0.5121739130434783,0.15926739923787775,23.04854368932039
MA040159,Maharashtra,4,17.49784,77.55655,1173,0.4614,0.8413,0.3798,67.66,-0.1195,-0.1118,0.0077,46.2,48.9,5.87,0.3908,0.3711,-0.00395,1,1,55.4,77.2,0,low,0.282008,0.029033333333333335,-0.049375,0.6,0.07666666666666666,0.6030000000000001,0.03833333333333333,0.04362330722079416,0.07544857597066486,0.2042483377946636,0.5840950892290019,0.02869565217391306,0.15450499803854123,21.184466019417474
MA100160,Maharashtra,10,17.75859,76.71594,207,0.6811,0.6857,0.0047,0.6,-0.0993,-0.0846,0.0147,58.5,64.7,10.39,0.3987,0.3546,-0.00881,0,0,37.9,62.8,0,low,0.0033,0.054066666666666666,-0.110125,0.2,0.3683333333333334,0.1705,0.1841666666666667,0.0019183662336418425,0.11123126024851096,0.13968635629977477,0.10632915587320703,0.18086956521739134,0.09241608654077625,5.126213592233009
MA090161,Maharashtra,9,19.34697,79.58965,485,3.0095,4.7519,1.7424,56.04,-0.2721,-0.2438,0.0283,50.0,68.6,36.3,0.3374,0.4328,0.01908,0,1,24.7,58.7,1,medium,1.090272,0.13124999999999998,0.2385,0.6,0.5883333333333334,0.35650000000000004,0.7941666666666667,0.16456925215972548,0.2215572328788074,0.5101871101871099,0.31179612374413845,0.8173913043478259,0.3506662646094806,70.44660194174757
MA250162,Maharashtra,25,16.0833,73.98389,779,0.543,0.8697,0.3266,50.8,-0.1283,-0.113,0.0153,59.0,69.7,17.91,0.2437,0.2054,-0.00766,1,1,43.3,88.5,0,low,0.2366,0.0681,-0.09575,0.6,0.27833333333333343,0.6635000000000001,0.13916666666666672,0.0368286046634775,0.13129052799947394,0.15496336838189867,0.6509270868429339,0.13391304347826094,0.18484173820437577,32.71844660194175
MA110163,Maharashtra,11,19.35527,77.62713,2961,10.0227,17.9993,7.9767,78.8,0.1053,0.2392,0.134,99.6,167.0,66.97,0.3928,0.5048,0.02241,1,2,2.2,34.4,1,high,4.84906,0.44661666666666666,0.280125,1.0,0.9633333333333334,0.9889999999999999,0.9816666666666667,0.7270218251867512,0.6723428200328714,0.5544240234336079,1.0,0.9999999999999999,0.7693558560792844,95.63106796116504
MA050164,Maharashtra,5,21.01159,78.52192,933,0.5648,0.8975,0.3327,50.05,-0.2824,-0.2829,-0.0005,20.2,20.0,-0.92,0.3521,0.3122,-0.00799,0,1,29.8,69.5,0,low,0.23965999999999998,-0.00125,-0.099875,0.6,0.5033333333333333,0.33099999999999996,0.25166666666666665,0.03728649291720788,0.03216153380498818,0.15057953013224573,0.28362726524570425,0.2513043478260869,0.12205300280701493,11.611650485436893
MA200165,Maharashtra,20,20.41491,78.71879,282,0.7686,0.7385,-0.0301,-3.46,-0.2065,-0.1908,0.0157,27.7,38.8,38.53,0.3282,0.3199,-0.00166,0,2,23.0,63.5,0,low,-0.002768,0.10346666666666667,-0.02075,1.0,0.6166666666666667,0.485,0.30833333333333335,0.001010370833760819,0.1818436944692406,0.23466951837558855,0.45374507735389474,0.3104347826086956,0.19559144161816525,36.699029126213595
MA260166,Maharashtra,26,17.27095,80.05694,1751,9.8176,14.6426,4.825,48.65,-0.1556,-0.0752,0.0804,66.4,114.1,70.72,0.3093,0.47,0.03215,1,2,11.2,24.3,1,high,2.93392,0.31886666666666663,0.401875,1.0,0.8133333333333334,0.944,0.9066666666666667,0.4404466257589096,0.4897367780956607,0.6838136735900311,0.9607845303257092,0.9347826086956521,0.6414753041432969,91.59223300970874
MA160167,Maharashtra,16,17.49874,75.20331,876,0.6543,0.9485,0.2942,39.01,0.0237,0.0284,0.0047,45.6,48.5,6.22,0.4559,0.3818,-0.01482,0,0,22.7,92.6,0,low,0.20772800000000002,0.022116666666666666,-0.18525,0.2,0.6216666666666667,0.2465,0.31083333333333335,0.032508294316515585,0.06556188224542775,0.05984736272276209,0.19028340080971662,0.31304347826086953,0.11061909512531384,8.485436893203884
MA090168,Maharashtra,9,20.75493,78.60077,1438,0.8586,0.9916,0.133,13.87,-0.0111,0.0086,0.0197,40.2,45.3,12.46,0.2181,0.2668,0.00975,0,0,48.6,88.2,1,low,0.09089599999999999,0.07001666666666667,0.121875,0.2,0.18999999999999995,0.11699999999999998,0.595,0.01502594122506869,0.13403021421249148,0.38624404694692216,0.04722978608237456,0.6095652173913042,0.1944711934837336,36.349514563106794
MA290169,Maharashtra,29,21.06306,77.83725,1007,0.6863,0.9207,0.2344,29.81,0.0099,0.0076,-0.0022,106.1,104.9,-1.13,0.6351,0.6635,0.00567,1,0,52.7,73.3,1,low,0.164488,-0.0055,0.070875,0.2,0.12166666666666659,0.4965,0.5608333333333333,0.02603800409060005,0.02608657741960152,0.332043864951213,0.4664486802061298,0.5739130434782608,0.22019388387742092,44.79611650485437
MA090170,Maharashtra,9,21.8608,79.13564,2417,2.9537,3.9209,0.9672,31.67,-0.0837,-0.026,0.0577,75.7,110.5,45.34,0.6477,0.664,0.00327,1,2,23.0,54.9,1,medium,0.605656,0.21981666666666666,0.040874999999999995,1.0,0.6166666666666667,0.885,0.8083333333333333,0.09205292079704555,0.34815455927859057,0.3001614049537371,0.8956095243881558,0.8321739130434781,0.4188462424165669,83.55339805825243
MA060171,Maharashtra,6,16.7406,78.58112,402,0.6001,0.6583,0.0582,8.32,0.1084,0.1048,-0.0036,70.9,69.1,-2.49,0.3107,0.2674,-0.00866,1,0,24.5,88.0,1,low,0.041576,-0.009,-0.10824999999999999,0.2,0.5916666666666667,0.6375,0.7958333333333334,0.007645859959061429,0.021083672161047805,0.14167901004961703,0.6222058977857067,0.8191304347826086,0.24501697742067022,51.61165048543689
MA020172,Maharashtra,2,21.6396,76.12395,3055,0.5531,0.4743,-0.0788,-12.07,-0.1448,-0.1307,0.014,36.5,44.5,21.16,0.6023,0.6469,0.00891,1,1,37.0,88.4,0,low,-0.009656000000000001,0.07026666666666667,0.11137499999999999,0.6,0.3833333333333333,0.6950000000000001,0.19166666666666665,0.0,0.13438756458810247,0.3750851859478056,0.6857239120468819,0.18869565217391301,0.2210226036723157,45.067961165048544
MA040173,Maharashtra,4,18.41121,79.30573,200,1.17,1.2716,0.1016,8.0,-0.2218,-0.2149,0.0068,78.9,80.8,2.38,0.5587,0.5087,-0.01001,0,0,23.0,80.6,1,low,0.06735999999999999,0.020966666666666665,-0.125125,0.2,0.6166666666666667,0.245,0.8083333333333333,0.011504092225134648,0.06391807051761725,0.12374512630103682,0.1886264091333381,0.8321739130434781,0.19111256256862266,34.932038834951456
MA090174,Maharashtra,9,17.35717,74.58067,677,2.4622,2.7962,0.3341,13.04,-0.1403,-0.0988,0.0415,86.6,97.9,12.94,0.3084,0.3657,0.01148,1,2,15.5,51.0,1,medium,0.210892,0.12531666666666666,0.14350000000000002,1.0,0.7416666666666667,0.9225,0.8708333333333333,0.03298174478540542,0.2130761172976402,0.4092259868617695,0.9370343162976178,0.8973913043478259,0.39971129388611365,80.0
MA170175,Maharashtra,17,19.34814,72.62571,427,0.8299,1.1367,0.3068,33.0,-0.2473,-0.2315,0.0158,31.1,35.1,12.34,0.236,0.2313,-0.00094,1,1,38.2,77.5,0,low,0.21048,0.06006666666666667,-0.01175,0.6,0.3633333333333333,0.6890000000000001,0.18166666666666664,0.03292009447150447,0.11980766926317449,0.24423425637483134,0.679095945341368,0.17826086956521736,0.20506660634945745,39.94174757281554
MA260176,Maharashtra,26,21.69704,74.73277,1123,1.1467,1.3874,0.2407,19.3,-0.077,-0.059,0.0181,103.8,111.1,6.98,0.5594,0.4886,-0.01414,1,1,34.5,71.3,0,low,0.15986,0.056883333333333334,-0.17675,0.6,0.42500000000000004,0.7075,0.21250000000000002,0.025345485516003907,0.11525740781372801,0.06888072638871359,0.6995321760167025,0.21043478260869566,0.18324515036034994,32.019417475728154
MA070177,Maharashtra,7,17.07755,74.45413,234,0.5216,0.9542,0.4325,69.58,-0.1046,-0.1129,-0.0083,49.2,43.5,-11.34,0.6932,0.7157,0.0045,1,0,30.0,85.4,0,low,0.315164,-0.020749999999999998,0.056249999999999994,0.2,0.5,0.61,0.25,0.04858466112297861,0.004288204507331757,0.3165011657024435,0.5918277170521012,0.24956521739130433,0.1893315644856039,34.44660194174757
MA130178,Maharashtra,13,19.82348,80.23053,1969,2.9879,4.7706,1.7828,57.74,-0.1259,-0.0949,0.0309,102.9,114.5,11.16,0.6011,0.6385,0.00747,0,1,15.3,37.2,1,medium,1.115872,0.09585,0.093375,0.6,0.745,0.40349999999999997,0.8725,0.1683999512759012,0.17095641969229275,0.35595570994932,0.36371519627066407,0.8991304347826086,0.3360792914562324,67.8252427184466
MA120179,Maharashtra,12,17.61014,75.3395,1224,0.8791,0.9116,0.0325,3.32,0.0668,0.0754,0.0086,102.8,108.1,5.09,0.5718,0.5454,-0.00528,0,0,60.0,88.6,0,low,0.022156,0.02998333333333333,-0.066,0.2,0.0,0.06,0.0,0.004739915551400012,0.07680650739798658,0.18658014121272898,0.0,0.0,0.04861062269682599,0.7378640776699029
MA030180,Maharashtra,3,20.56285,79.82552,584,0.7371,1.098,0.3609,43.11,-0.2095,-0.2184,-0.009,34.6,29.9,-13.06,0.5355,0.508,-0.00549,1,0,37.2,57.5,0,low,0.251028,-0.022499999999999996,-0.068625,0.2,0.38,0.5740000000000001,0.19,0.038987562743484645,0.0017867518780549027,0.18379042596294987,0.5520599168190179,0.18695652173913044,0.15056398647072383,19.941747572815537
MA100181,Maharashtra,10,17.89876,76.508,1398,2.2638,3.4615,1.1976,50.66,0.0548,0.0914,0.0366,63.9,85.8,33.85,0.3051,0.3357,0.00611,1,2,11.2,48.1,1,medium,0.759088,0.14791666666666667,0.076375,1.0,0.8133333333333334,0.944,0.9066666666666667,0.1150119765311499,0.24538059125287276,0.33788898261741696,0.9607845303257092,0.9347826086956521,0.4308671590183799,85.30097087378641
MA120182,Maharashtra,12,16.9041,75.59826,200,0.8107,0.796,-0.0147,-1.61,-0.195,-0.2025,-0.0075,42.9,38.1,-10.95,0.588,0.5616,-0.00527,1,0,36.8,58.6,1,low,-0.0012880000000000003,-0.01875,-0.065875,0.2,0.3866666666666667,0.5760000000000001,0.6933333333333334,0.0012318331264147273,0.0071470075122195935,0.1867129847960518,0.5542692390541892,0.7121739130434781,0.2201297223500372,44.75728155339806
MA010183,Maharashtra,1,19.76516,80.57992,1188,2.7535,3.8466,1.0931,38.31,-0.1866,-0.1584,0.0282,35.4,52.7,47.57,0.271,0.3576,0.01731,1,1,16.0,61.5,0,medium,0.686508,0.14978333333333332,0.21637499999999998,0.6,0.7333333333333334,0.8,0.3666666666666667,0.10415134599005486,0.24804880739076807,0.4866737959389714,0.8017133293933754,0.37130434782608696,0.34221132661847353,68.99029126213593
MA210184,Maharashtra,21,21.18834,77.19323,855,7.4222,15.7036,8.2814,110.09,-0.253,-0.1262,0.1268,69.6,112.0,60.04,0.5433,0.6464,0.02061,1,2,13.9,35.8,1,high,5.056912,0.4170666666666666,0.257625,1.0,0.7683333333333333,0.9304999999999999,0.8841666666666667,0.7581241092764134,0.6301040056356535,0.5305121784355009,0.9458716052383029,0.9113043478260867,0.7431164539168209,94.60194174757281
MA290185,Maharashtra,29,18.87416,77.32414,434,3.0029,3.4144,0.4115,13.26,-0.1328,-0.0783,0.0545,64.7,89.9,38.23,0.3619,0.494,0.02642,1,0,28.1,55.6,1,medium,0.25750799999999996,0.19996666666666663,0.33025,0.2,0.5316666666666666,0.6194999999999999,0.7658333333333334,0.03995720845726662,0.31978093945507874,0.6076943003460573,0.6023219976691649,0.7878260869565217,0.39160875514671123,78.50485436893204
MA240186,Maharashtra,24,17.5013,76.52013,200,0.6853,0.9446,0.2593,33.02,0.1074,0.1248,0.0174,56.3,61.7,9.43,0.5272,0.5002,-0.0054,0,0,33.8,83.6,1,low,0.18199599999999996,0.05921666666666667,-0.0675,0.2,0.43666666666666676,0.19100000000000003,0.7183333333333334,0.028657843158022084,0.11859267798609716,0.1849860182128552,0.12897470878371292,0.7382608695652173,0.1960787619281987,36.932038834951456
MA100187,Maharashtra,10,16.61867,75.24949,974,0.9497,1.4254,0.4756,45.31,0.0061,0.0204,0.0143,102.7,109.1,6.16,0.3266,0.3623,0.00714,0,0,16.2,76.1,0,low,0.321608,0.046016666666666664,0.08925,0.2,0.73,0.279,0.365,0.04954891991612846,0.09972457815383741,0.3515718716996671,0.22618488713125035,0.36956521739130427,0.18189411694663113,31.55339805825243
MA060188,Maharashtra,6,17.16413,77.69332,1384,0.8023,1.0049,0.2026,22.45,-0.0252,-0.0331,-0.0079,133.9,128.3,-4.14,0.2054,0.1215,-0.01678,1,0,42.5,87.1,1,low,0.13952,-0.01975,-0.20975,0.2,0.29166666666666663,0.5475,0.6458333333333333,0.022301875358854927,0.005717606009775673,0.03381002039149006,0.522786397202998,0.6626086956521737,0.19100073109709967,34.873786407766985
MA220189,Maharashtra,22,16.93258,78.31345,888,8.8152,11.1202,2.305,25.86,-0.1325,-0.0339,0.0986,88.2,113.6,28.54,0.2074,0.3822,0.03496,1,2,4.0,40.0,1,high,1.403688,0.29406666666666664,0.43699999999999994,1.0,0.9333333333333333,0.98,0.9666666666666667,0.21146778318298043,0.45428762083505153,0.7211427205037424,1.0,0.9973913043478259,0.5847923438913922,90.27184466019418
MA220190,Maharashtra,22,19.66557,72.95773,976,9.5023,19.4881,9.9858,103.99,0.0354,0.1692,0.1338,128.8,174.8,35.4,0.2511,0.3819,0.02617,1,0,13.2,27.3,1,high,6.074672,0.39349999999999996,0.327125,0.2,0.78,0.694,0.89,0.9104183410138739,0.5964177768947252,0.6043732107629869,0.6846192509292961,0.9173913043478259,0.7531875114338598,94.89320388349515
MA150191,Maharashtra,15,18.60457,77.47587,632,0.7941,1.2066,0.4125,46.13,-0.2526,-0.2333,0.0193,46.3,57.1,22.78,0.588,0.6295,0.00829,0,0,56.2,61.2,1,low,0.284404,0.08621666666666666,0.10362500000000001,0.2,0.06333333333333324,0.07899999999999997,0.5316666666666666,0.04398183671619873,0.15718651855208296,0.366848883781791,0.00525266361411976,0.5434782608695651,0.18982815189270175,34.601941747572816
MA210192,Maharashtra,21,16.70662,76.08638,4693,2.8206,3.74,0.9194,31.48,-0.2438,-0.1893,0.0545,52.9,82.0,54.06,0.4352,0.4927,0.01151,1,2,24.1,31.6,0,medium,0.576824,0.22635,0.143875,1.0,0.5983333333333334,0.8795,0.2991666666666667,0.08773859591745266,0.3574933157612242,0.4096245176117379,0.8895338882414346,0.3008695652173913,0.3556991033761264,71.18446601941748
MA040193,Maharashtra,4,18.27801,74.51649,1308,2.856,4.1546,1.2986,43.93,-0.147,-0.1058,0.0412,53.3,69.7,30.16,0.3736,0.5198,0.02924,1,2,17.0,62.5,0,medium,0.8143039999999999,0.15326666666666666,0.3655,1.0,0.7166666666666667,0.9149999999999999,0.35833333333333334,0.12327431568735137,0.2530278892909477,0.6451561908430915,0.9287493579157253,0.36260869565217385,0.39071640369059096,78.23300970873787
MA130194,Maharashtra,13,17.34315,77.53016,994,1.6429,1.6408,-0.0021,-0.12,0.1097,0.1135,0.0038,80.3,82.4,2.54,0.529,0.5051,-0.00478,0,1,30.8,79.5,0,low,-9.6e-05,0.013733333333333334,-0.059750000000000004,0.6,0.4866666666666667,0.32599999999999996,0.24333333333333335,0.0014102000540116588,0.0535787329832729,0.19322232037886983,0.27810395965777596,0.2426086956521739,0.12090798961534467,11.184466019417476
MA110195,Maharashtra,11,16.44059,73.83416,949,0.6389,0.8778,0.239,32.34,-0.0043,-0.0008,0.0034,78.4,80.7,2.81,0.2158,0.1507,-0.01303,0,0,49.6,98.5,0,low,0.169272,0.013183333333333332,-0.162875,0.2,0.17333333333333334,0.11199999999999999,0.08666666666666667,0.026753865987935384,0.052792562156928735,0.08362636413754623,0.04170648049444632,0.0791304347826087,0.05189379224780299,0.8737864077669903
MA020196,Maharashtra,2,17.188,79.18675,813,0.9252,0.9919,0.0667,6.51,0.1168,0.1144,-0.0025,54.5,53.6,-1.78,0.357,0.3927,0.00714,0,0,35.1,62.9,1,low,0.04522799999999999,-0.0062499999999999995,0.08925,0.2,0.4149999999999999,0.18449999999999997,0.7075,0.008192333129853367,0.025014526292768582,0.3515718716996671,0.1217944115194061,0.7269565217391303,0.18875975225587865,34.25242718446602
MA060197,Maharashtra,6,17.60855,77.24366,2221,0.6644,0.9877,0.3234,42.3,-0.2545,-0.2439,0.0106,38.9,43.2,10.72,0.2862,0.226,-0.01204,0,0,28.9,55.1,0,low,0.22788000000000003,0.044366666666666665,-0.1505,0.2,0.5183333333333333,0.2155,0.25916666666666666,0.03552377277703015,0.09736606567480495,0.09677787888650505,0.1560389061645614,0.25913043478260867,0.11179073122686153,8.83495145631068
MA270198,Maharashtra,27,18.12659,79.15488,1829,2.0636,3.5174,1.4538,67.19,0.0739,0.13,0.0561,104.2,139.1,33.24,0.3288,0.3292,8e-05,1,0,18.5,60.0,0,medium,0.926032,0.19565,0.001,0.2,0.6916666666666667,0.6675,0.3458333333333333,0.13999292314251072,0.3136106896361958,0.2577843018737586,0.6553457313132763,0.3495652173913043,0.30980483693855304,63.398058252427184
MA230199,Maharashtra,23,21.76485,76.8444,1446,10.196,20.5559,10.3599,100.62,0.1298,0.2682,0.1384,56.9,141.8,146.45,0.4816,0.6086,0.02541,1,1,14.7,34.8,1,high,6.296436,0.5900833333333333,0.317625,0.6,0.755,0.8065,0.8775,0.9436023706544829,0.8774142889168256,0.5942770984304528,0.808893626657682,0.9043478260869563,0.848562066101815,98.3495145631068
MA080200,Maharashtra,8,21.29582,80.23289,251,0.4313,0.5727,0.1414,26.61,0.1766,0.1737,-0.0028,173.5,171.8,-0.99,0.2647,0.1977,-0.01341,1,2,29.7,72.2,1,low,0.106128,-0.006999999999999999,-0.167625,1.0,0.505,0.8514999999999999,0.7525,0.017305207199193238,0.023942475165935645,0.07857830797127921,0.8586033769490363,0.7739130434782606,0.26784139021102826,56.27184466019417
MA240201,Maharashtra,24,18.57524,73.43948,1126,0.4622,0.5051,0.043,7.64,-0.2299,-0.2385,-0.0086,69.6,66.0,-5.01,0.2928,0.2522,-0.00812,1,0,18.2,64.7,1,low,0.031911999999999996,-0.0215,-0.1015,0.2,0.6966666666666667,0.669,0.8483333333333334,0.006199771042705099,0.0032161533804988193,0.1488525635490491,0.6570027229896549,0.8739130434782607,0.2546292191604809,53.883495145631066
MA240202,Maharashtra,24,18.91976,78.04319,851,0.8111,0.7475,-0.0636,-6.98,0.0478,0.0538,0.006,77.1,78.8,2.18,0.6396,0.6287,-0.00218,1,1,52.0,67.7,0,low,-0.005584,0.01863333333333333,-0.02725,0.6,0.1333333333333333,0.6200000000000001,0.06666666666666665,0.0005889939309814912,0.0605828003452481,0.2277616520428021,0.602874328227958,0.058260869565217394,0.1486569257410031,19.203883495145632
MA250203,Maharashtra,25,16.34548,77.12827,1226,2.74,4.7283,1.9883,70.01,-0.1107,-0.0907,0.0199,116.1,128.1,10.2,0.6779,0.7721,0.01883,1,2,15.0,40.3,0,medium,1.248988,0.06675,0.235375,1.0,0.75,0.9249999999999999,0.375,0.188318988133278,0.12936083597117468,0.5068660206040395,0.9397959690915818,0.37999999999999995,0.36283520388712026,72.58252427184466
MA090204,Maharashtra,9,17.3993,73.15591,741,2.2569,3.8006,1.5437,65.5,0.1872,0.2411,0.054,109.7,148.7,35.32,0.5805,0.5873,0.00136,1,0,29.4,43.6,1,medium,0.97862,0.19386666666666663,0.017,0.2,0.51,0.613,0.755,0.1478620170925673,0.31106159029017083,0.27478828053907917,0.5951417004048583,0.7765217391304347,0.3690917607114687,73.74757281553399
MA160205,Maharashtra,16,21.85195,78.62317,793,0.3812,0.3997,0.0185,3.85,0.0207,0.0238,0.0031,90.3,91.7,1.52,0.3918,0.3246,-0.01344,1,1,56.2,93.7,1,low,0.014179999999999998,0.010283333333333332,-0.168,0.6,0.06333333333333324,0.5990000000000001,0.5316666666666666,0.0035464133580165183,0.04864729779984137,0.07817977722131073,0.5796764447586592,0.5434782608695651,0.19342592088479554,35.883495145631066
MA270206,Maharashtra,27,20.65324,77.97501,484,0.5965,0.5238,-0.0726,-10.43,-0.2878,-0.2788,0.0089,22.2,24.6,10.46,0.522,0.5048,-0.00343,1,0,46.2,62.8,1,low,-0.008343999999999999,0.039683333333333334,-0.042874999999999996,0.2,0.22999999999999998,0.529,0.615,0.00017599668251879787,0.0906717019716926,0.21115620412745006,0.5023501665276635,0.6304347826086956,0.22431189748725014,45.96116504854369
MA090207,Maharashtra,9,16.53536,73.86854,298,1.2668,1.7355,0.4688,34.3,0.1707,0.1722,0.0015,140.4,141.3,0.62,0.2978,0.2988,0.00021,0,0,25.8,86.5,0,low,0.30872,0.004783333333333333,0.002625,0.2,0.5700000000000001,0.231,0.28500000000000003,0.047620402329828754,0.040785589536399824,0.25951126845695527,0.173161153487139,0.28608695652173916,0.1322964248529236,14.271844660194175
MA120208,Maharashtra,12,16.32632,77.27397,982,0.7,1.1499,0.45,56.25,-0.1415,-0.1263,0.0151,95.7,102.9,7.37,0.3795,0.3478,-0.00634,1,2,19.7,68.6,0,low,0.315,0.05003333333333333,-0.07925,1.0,0.6716666666666666,0.9015,0.3358333333333333,0.0485601207067656,0.10546600752198716,0.17249872138051045,0.9138364328283191,0.3391304347826086,0.25475437644124216,53.96116504854369
MA220209,Maharashtra,22,15.61196,80.34456,767,8.1042,17.2126,9.1085,111.02,0.0016,0.1613,0.1597,41.8,110.9,161.49,0.2365,0.3997,0.03265,1,2,13.3,32.3,1,high,5.553915999999999,0.6684,0.40812499999999996,1.0,0.7783333333333333,0.9335,0.8891666666666667,0.8324941398832802,0.9893602499165586,0.6904558527561719,0.9491855885910598,0.9165217391304346,0.8805127815157737,99.04854368932038
MA260210,Maharashtra,26,16.87343,79.08913,2206,0.6568,0.9182,0.2614,34.54,-0.1773,-0.1773,-0.0001,81.0,81.0,-0.05,0.3347,0.2493,-0.01708,0,2,21.5,98.0,1,low,0.184472,-0.00025,-0.21350000000000002,1.0,0.6416666666666666,0.49249999999999994,0.8208333333333333,0.02902834358816471,0.033590935307432096,0.02982471289180552,0.4620300357357871,0.8452173913043476,0.21766705789309845,44.038834951456316
MA270211,Maharashtra,27,18.81618,79.26645,200,0.822,0.9713,0.1494,16.2,-0.0178,-0.0257,-0.0079,105.6,102.6,-2.84,0.6734,0.6216,-0.01035,1,0,23.0,68.8,1,low,0.1026,-0.01975,-0.129375,0.2,0.6166666666666667,0.645,0.8083333333333333,0.016777288977245272,0.005717606009775673,0.11922844446806105,0.6304908561675991,0.8321739130434781,0.24374657024748825,51.30097087378641
MA160212,Maharashtra,16,16.94746,76.87042,545,0.5531,0.8679,0.3148,48.2,0.0034,-0.004,-0.0074,117.7,114.8,-2.4,0.2243,0.2711,0.00936,0,2,49.4,57.1,1,low,0.22744000000000003,-0.0185,0.117,1.0,0.17666666666666664,0.353,0.5883333333333334,0.035457932635970885,0.007504357887830573,0.38106314719733236,0.3079298098325886,0.6026086956521739,0.20625371716506313,40.50485436893204
MA030213,Maharashtra,3,21.82047,79.77286,475,0.7088,1.0258,0.317,39.2,0.1887,0.2033,0.0146,95.2,102.0,7.07,0.4822,0.4516,-0.00613,0,0,40.2,94.2,0,low,0.22156,0.04828333333333333,-0.076625,0.2,0.32999999999999996,0.15899999999999997,0.16499999999999998,0.03457806893272427,0.1029645548927103,0.1752884366302896,0.09362555302097199,0.1608695652173913,0.10058209263329278,6.601941747572816
MA010214,Maharashtra,1,21.10909,75.80288,1146,0.9804,1.1722,0.1918,17.75,-0.2866,-0.2762,0.0103,44.5,49.0,9.68,0.221,0.183,-0.0076,0,0,24.4,93.4,0,low,0.12927999999999998,0.04188333333333333,-0.095,0.2,0.5933333333333334,0.23800000000000002,0.2966666666666667,0.02076959571238464,0.0938163852770692,0.15576042988183558,0.1808937813102386,0.29826086956521736,0.12492223714657642,12.427184466019417
MA290215,Maharashtra,29,21.22107,73.48694,1316,1.404,1.437,0.0331,2.2,0.0669,0.0648,-0.0021,148.9,147.6,-0.91,0.3057,0.2333,-0.01448,1,0,54.3,65.5,0,low,0.02162,-0.0052499999999999995,-0.181,0.2,0.09500000000000008,0.48850000000000005,0.04750000000000004,0.004659710288655083,0.0264439277952125,0.06436404455573783,0.45761139126544464,0.03826086956521745,0.09204434084335965,5.029126213592233
MA210216,Maharashtra,21,19.28338,73.51568,428,2.5461,3.4605,0.9144,34.56,0.091,0.1237,0.0327,127.3,143.9,12.96,0.3642,0.4898,0.02511,1,2,11.0,66.9,0,medium,0.576288,0.10335,0.313875,1.0,0.8166666666666667,0.945,0.4083333333333333,0.08765839065470774,0.1816769309606221,0.5902917909307683,0.961889191443295,0.4147826086956521,0.36676128859702517,73.2621359223301
